gene,anomaly_score
CTSB,9.7855525e-05
PGF,9.778491e-05
PGGT1B,9.7761054e-05
CORO2B,9.7732394e-05
WNT3,9.771173e-05
ACOT9,9.769456e-05
PPBP,9.765259e-05
PCDHA13,9.763325e-05
NEDD8,9.7611286e-05
ARHGAP6,9.7610304e-05
RYBP,9.7557226e-05
SMAD4,9.7508106e-05
MKKS,9.7479744e-05
IL1RN,9.741537e-05
CYP19A1,9.74111e-05
CALB1,9.7383054e-05
NUAK1,9.736566e-05
CRYL1,9.7363365e-05
PRPF39,9.734034e-05
PRMT7,9.732606e-05
HAVCR1,9.7293145e-05
PTPN21,9.7233526e-05
ELAVL3,9.721847e-05
SAA1,9.7178025e-05
SV2C,9.716559e-05
GPR22,9.7134885e-05
FGL1,9.708838e-05
TAF1C,9.7035736e-05
ALPK1,9.702785e-05
PRAF2,9.70174e-05
CD163,9.69384e-05
CA3,9.6900636e-05
NELFE,9.686665e-05
SF3B3,9.6819706e-05
MAD2L1,9.6781e-05
CNTF,9.6775875e-05
TBPL1,9.6772856e-05
LMO1,9.673915e-05
GLCE,9.668331e-05
C1QB,9.667797e-05
LAPTM5,9.662019e-05
QKI,9.6591306e-05
GCC2,9.659029e-05
PALMD,9.657859e-05
HOXD9,9.654393e-05
LMF1,9.652142e-05
PLK3,9.646728e-05
NEK9,9.631955e-05
TTF2,9.628295e-05
CCNI,9.628155e-05
AGXT,9.6264666e-05
RPL11,9.624909e-05
CYP1B1,9.624462e-05
RBMS3,9.6228934e-05
UQCRH,9.6158896e-05
PTGER4,9.615057e-05
ELF5,9.604579e-05
FOXL2,9.5984135e-05
LRP12,9.597284e-05
PLEKHA2,9.595664e-05
KLHL9,9.5945434e-05
USP21,9.591434e-05
C2orf42,9.588854e-05
FARS2,9.5867e-05
IGFBP3,9.585201e-05
EIF4G3,9.584306e-05
ASPHD1,9.584199e-05
DNASE1L1,9.582612e-05
CEP131,9.5734715e-05
ESYT1,9.567073e-05
AKAP6,9.566534e-05
NUMA1,9.562439e-05
TMEM106C,9.559744e-05
SLCO2B1,9.559739e-05
RPS6KB2,9.5586234e-05
SLC25A23,9.558511e-05
LXN,9.558249e-05
HCAR3,9.554146e-05
ANKRD49,9.55248e-05
RASAL2,9.550383e-05
UBR2,9.5438154e-05
ABCA8,9.54377e-05
DRP2,9.5383286e-05
PDE4A,9.536536e-05
TMEM230,9.533763e-05
MUC7,9.533469e-05
UBL3,9.5313e-05
ARHGAP10,9.5307514e-05
HLA-DMA,9.528414e-05
BTNL8,9.51972e-05
CSRNP3,9.519376e-05
ZNF14,9.516037e-05
SIRT4,9.507767e-05
MYO1F,9.5076146e-05
OSBPL1A,9.502341e-05
CYLD,9.4992814e-05
CAMLG,9.497214e-05
IFIH1,9.496478e-05
ZBTB14,9.495877e-05
MTCH1,9.4950796e-05
BTD,9.4889096e-05
CSRP1,9.4766794e-05
ZMPSTE24,9.4739036e-05
EZR,9.472433e-05
RNF123,9.471475e-05
DOK2,9.4710354e-05
HOXA10,9.465717e-05
GAR1,9.46441e-05
EDA,9.4599585e-05
TNNT3,9.456971e-05
CCDC121,9.452608e-05
LMTK2,9.452263e-05
LGALS3BP,9.451367e-05
AP4E1,9.446718e-05
VAC14,9.443702e-05
PRKCZ,9.442861e-05
EMILIN1,9.442661e-05
NOS3,9.4394585e-05
IDH3G,9.4366675e-05
EZH1,9.435137e-05
DDX42,9.4335584e-05
VPS51,9.433496e-05
SRP72,9.429521e-05
CNTN6,9.427039e-05
CNTNAP2,9.426975e-05
FBXL4,9.42016e-05
ADAM23,9.419546e-05
OXSM,9.416707e-05
MYLK3,9.4139046e-05
AKAP7,9.409319e-05
PUF60,9.40426e-05
BICRAL,9.4023686e-05
RPS27A,9.401974e-05
TTC39A,9.398301e-05
HPN,9.396024e-05
KCND1,9.390784e-05
GALNT2,9.384731e-05
TDRD1,9.383424e-05
QRSL1,9.375922e-05
NEUROG3,9.374074e-05
PCDHGB5,9.374031e-05
RIOK3,9.373413e-05
ENPP4,9.367351e-05
OR51E2,9.3672425e-05
DNAJB14,9.358504e-05
TCF21,9.3564275e-05
MCCC2,9.355624e-05
TRIM22,9.3534516e-05
KLF7,9.351956e-05
CR1,9.349118e-05
RBM15,9.348747e-05
FRMD1,9.34319e-05
PPP2R5A,9.342699e-05
ERCC5,9.342108e-05
VCAM1,9.3358496e-05
ZNF281,9.335071e-05
TMEM70,9.325582e-05
IL7,9.3219394e-05
RBPJL,9.310828e-05
ATP5PF,9.3064904e-05
GNL1,9.3063194e-05
NAP1L4,9.30263e-05
ZBTB20,9.302257e-05
KCND2,9.300398e-05
ZNF750,9.298925e-05
ATPAF2,9.2981136e-05
TMPRSS4,9.296753e-05
CYBB,9.29362e-05
VPS50,9.293347e-05
SLC25A16,9.2897775e-05
PAX9,9.289453e-05
NHLH2,9.289102e-05
H2BC9,9.287706e-05
KLK7,9.285867e-05
OBI1,9.282049e-05
ACKR1,9.275587e-05
CYP46A1,9.274539e-05
CD58,9.273928e-05
IFI6,9.273423e-05
TMEM183A,9.273311e-05
HHIPL2,9.266396e-05
GHITM,9.26105e-05
GOLIM4,9.256521e-05
CASP1,9.254209e-05
DENND4B,9.252899e-05
FEM1B,9.249698e-05
GASK1B,9.242602e-05
MAMLD1,9.23985e-05
HLA-DRB1,9.2297494e-05
CYP4A11,9.229554e-05
GFI1B,9.228584e-05
GPLD1,9.2283255e-05
BNC2,9.221418e-05
MINDY3,9.217595e-05
LUC7L,9.214853e-05
NIPAL2,9.207733e-05
RTN1,9.2041984e-05
IFNAR2,9.2023445e-05
PLEKHO1,9.202147e-05
FBXL5,9.1997514e-05
CEP350,9.198651e-05
PCDHGC3,9.193497e-05
MRPL39,9.193361e-05
SPEN,9.192015e-05
ZNF804A,9.187934e-05
CTF1,9.186087e-05
TFDP2,9.185911e-05
LRPAP1,9.184718e-05
VIP,9.18319e-05
WIPF1,9.1808186e-05
KIF5A,9.1705806e-05
CYBRD1,9.1691974e-05
NVL,9.16881e-05
RPL14,9.1653594e-05
ACADVL,9.164369e-05
SUZ12,9.1605856e-05
SORL1,9.152116e-05
GRN,9.152099e-05
ACAA1,9.150887e-05
YRDC,9.150177e-05
CENPI,9.146051e-05
PCDHGB6,9.145529e-05
SEMA3G,9.143251e-05
PRKAG2,9.139646e-05
TENM4,9.1346876e-05
PCDHB2,9.132236e-05
UGT2B11,9.119382e-05
TNFSF12,9.117124e-05
WWTR1,9.117047e-05
GLOD4,9.1151174e-05
SRPRB,9.114399e-05
SLC9A5,9.111636e-05
NIT2,9.110282e-05
SCAPER,9.1092836e-05
SMNDC1,9.109198e-05
GK3P,9.107963e-05
RSBN1,9.107597e-05
DSG2,9.106563e-05
ABCD2,9.099525e-05
MIIP,9.098857e-05
C1orf21,9.096785e-05
CZIB,9.0854795e-05
SARAF,9.0811656e-05
ADAMTSL4,9.080948e-05
CLDN11,9.080908e-05
LLGL2,9.073693e-05
ARFGEF2,9.070187e-05
HNRNPUL1,9.070121e-05
OXTR,9.0678775e-05
LIPG,9.0678055e-05
EGFL6,9.067617e-05
GPR4,9.059282e-05
ANKRD7,9.047715e-05
HIRA,9.0444286e-05
TM7SF3,9.04411e-05
NLRX1,9.042971e-05
EPS8L2,9.042899e-05
RANBP3,9.038701e-05
SDHAF1,9.037965e-05
DERA,9.036782e-05
RND1,9.0358335e-05
USP2,9.035714e-05
EED,9.030878e-05
GUCA1B,9.030173e-05
UBE2D4,9.029619e-05
CX3CL1,9.029e-05
GAREM1,9.0268295e-05
KDM4C,9.02416e-05
CYTH1,9.015961e-05
TOR1B,9.014421e-05
AFF4,9.010098e-05
SLC38A2,9.006377e-05
NPR3,9.003519e-05
ZW10,9.000285e-05
LSM14B,8.9977875e-05
NDUFA13,8.996481e-05
C9orf78,8.9940346e-05
IDI1,8.992109e-05
SNAPC3,8.992043e-05
FAM210B,8.990953e-05
NANOG,8.987798e-05
SV2B,8.987481e-05
F2R,8.985779e-05
SPRYD7,8.985484e-05
ADGRL2,8.981139e-05
NID1,8.9808105e-05
KIF21B,8.979427e-05
LGALS4,8.9766865e-05
STX11,8.975905e-05
NDUFB11,8.974498e-05
FADS1,8.971073e-05
SUV39H2,8.970988e-05
HNRNPH3,8.96823e-05
PHLDA1,8.9678564e-05
MAGI1,8.963276e-05
F3,8.962344e-05
PHTF2,8.961917e-05
ID4,8.960921e-05
TNFRSF25,8.9571986e-05
OBSCN,8.954769e-05
PSTPIP2,8.9528665e-05
CTNS,8.952594e-05
H3C4,8.951809e-05
RCN2,8.950746e-05
HCLS1,8.950586e-05
OSBP,8.9495086e-05
MTUS1,8.947744e-05
KIFAP3,8.946877e-05
SMC5,8.943259e-05
PMVK,8.939251e-05
EPPK1,8.9373905e-05
GLS,8.936347e-05
PFKP,8.9350055e-05
BASP1,8.931771e-05
RASA2,8.931221e-05
PAPPA,8.9310735e-05
FABP3,8.92895e-05
CENPE,8.927551e-05
GYPC,8.915778e-05
PHLDA3,8.904527e-05
YAF2,8.900956e-05
LRRC37A3,8.89242e-05
ITSN1,8.889171e-05
WDR83OS,8.885977e-05
ANGPT1,8.885229e-05
ZFPL1,8.882954e-05
ADGRL3,8.881416e-05
NDUFV1,8.871305e-05
PCCA,8.8674846e-05
MAB21L1,8.862452e-05
ATP5MC3,8.854865e-05
FTH1,8.852016e-05
ZNF443,8.8501416e-05
LOX,8.848383e-05
TAGLN,8.841962e-05
NPRL2,8.8416054e-05
PCGF3,8.841427e-05
SLC30A9,8.840392e-05
DRD2,8.8390116e-05
ZNF280D,8.833702e-05
SLC4A2,8.8321256e-05
CAND2,8.8310546e-05
DFFA,8.830021e-05
ZNF764,8.8253866e-05
EREG,8.825317e-05
RNF39,8.824618e-05
PFAS,8.82439e-05
ZNF302,8.821348e-05
PCDHGB4,8.81889e-05
SRBD1,8.818801e-05
KALRN,8.8162575e-05
SLC38A3,8.815695e-05
ZNF140,8.8118286e-05
CYP4B1,8.810573e-05
CCR9,8.810229e-05
PFKL,8.804305e-05
GDF5,8.803261e-05
HBG2,8.800421e-05
SDF2,8.800077e-05
AP5S1,8.799092e-05
DUOX1,8.7962515e-05
IL1RL2,8.7961176e-05
EFS,8.795845e-05
DCAF13,8.79496e-05
COMMD4,8.7923276e-05
SNTA1,8.7836e-05
ZNF234,8.7766195e-05
ZBTB43,8.776199e-05
DHX15,8.7748536e-05
MED7,8.769233e-05
PI4KB,8.7683155e-05
ZNF669,8.7658744e-05
NUBPL,8.764541e-05
PAIP1,8.7629734e-05
USP34,8.761417e-05
EPHB1,8.756952e-05
TBC1D17,8.7564564e-05
MMS19,8.754687e-05
ADGRG2,8.7538094e-05
KCNJ12,8.752537e-05
GMEB1,8.750281e-05
BMP5,8.748182e-05
PRSS12,8.7461514e-05
SELENOW,8.7438006e-05
TAT,8.740859e-05
UIMC1,8.738377e-05
ANKRD40,8.7372886e-05
DRG1,8.736881e-05
H3-3A,8.736148e-05
MFAP4,8.7285895e-05
ZDHHC7,8.727719e-05
RB1CC1,8.7252425e-05
HMGXB4,8.7232635e-05
ADCY8,8.722531e-05
KIAA0100,8.71355e-05
MB,8.7129134e-05
ALCAM,8.712311e-05
FYCO1,8.7111875e-05
SPDEF,8.709867e-05
F2RL2,8.709362e-05
RNPEP,8.7088876e-05
TP53I3,8.704605e-05
LARP1,8.701564e-05
RNASE4,8.69654e-05
SLC38A4,8.695907e-05
SLC38A10,8.694877e-05
MMP15,8.694026e-05
STAT5B,8.689682e-05
TGFBR2,8.6849606e-05
AIG1,8.684824e-05
DHPS,8.681305e-05
TM9SF1,8.679984e-05
POMT1,8.679273e-05
PRSS8,8.678239e-05
CH25H,8.676226e-05
INPP5B,8.673994e-05
AGAP9,8.6728505e-05
NNAT,8.6726315e-05
STEAP1,8.672183e-05
RXYLT1,8.66647e-05
HMGXB3,8.665621e-05
COX7B,8.665252e-05
ME2,8.6611355e-05
LSAMP,8.661078e-05
ALAS2,8.657879e-05
CDKL3,8.655673e-05
MRPL23,8.653393e-05
DLAT,8.652076e-05
CNTNAP3,8.6510256e-05
EDA2R,8.650879e-05
FBXO5,8.6481996e-05
TRAPPC4,8.644989e-05
MPP2,8.639927e-05
SLC10A1,8.638588e-05
EPB41L4A,8.630912e-05
PBRM1,8.629221e-05
NAXD,8.628265e-05
WWC2,8.620268e-05
GSTK1,8.61022e-05
SOD2,8.605178e-05
H2AC11,8.603239e-05
DPM2,8.593018e-05
SLC6A9,8.590934e-05
GRK5,8.586052e-05
CCN3,8.5837004e-05
ATP2C2,8.582241e-05
ABCB1,8.579362e-05
KRT83,8.572483e-05
ALDH1A2,8.5722495e-05
NUP210,8.572175e-05
TTYH1,8.5694555e-05
TINAGL1,8.5673935e-05
COPZ1,8.567168e-05
TLCD4-RWDD3,8.5668245e-05
GLYAT,8.5664156e-05
BRD1,8.565896e-05
KCTD3,8.563445e-05
WDTC1,8.562407e-05
DCTN2,8.56106e-05
CAVIN3,8.553925e-05
CD7,8.551136e-05
SERPINB2,8.551058e-05
HOXB8,8.5497646e-05
RANBP17,8.5416636e-05
RAB35,8.5404994e-05
CNKSR1,8.536956e-05
EDNRB,8.535671e-05
COL11A1,8.5356354e-05
LRRC42,8.532802e-05
EFNB3,8.5296546e-05
CKAP4,8.5295236e-05
CAPN3,8.527906e-05
BHMT,8.526817e-05
DDX21,8.51876e-05
MBTD1,8.517987e-05
RHOT2,8.514635e-05
MNAT1,8.514408e-05
CISD1,8.513845e-05
ZNF235,8.513582e-05
AHCYL1,8.5112144e-05
ZNF345,8.510631e-05
ACOT13,8.507858e-05
FCGRT,8.503375e-05
SLC15A2,8.502837e-05
SLC35G2,8.501233e-05
MAPK11,8.4981235e-05
ISCU,8.496208e-05
RNF115,8.4928724e-05
FSTL3,8.491628e-05
HS3ST3B1,8.489816e-05
BARX1,8.488519e-05
PLEKHG5,8.4825384e-05
KLHL2,8.4755506e-05
MEP1A,8.474589e-05
TSC22D3,8.472638e-05
POU5F1B,8.465554e-05
ABL1,8.458043e-05
ZNF227,8.4532534e-05
FKBP1C,8.449316e-05
COPB2,8.4467254e-05
NCOA6,8.446556e-05
FAM168A,8.446455e-05
SYT17,8.4405874e-05
NUDT13,8.4371924e-05
NET1,8.429178e-05
PARD3,8.429105e-05
TAOK3,8.428807e-05
CYP7B1,8.4277184e-05
BEX1,8.42701e-05
TMCC1,8.424595e-05
SPOUT1,8.4219246e-05
PKD2L2,8.419577e-05
PECAM1,8.416359e-05
DIABLO,8.412165e-05
TLL2,8.411533e-05
B3GNT3,8.4037056e-05
KANK1,8.402784e-05
PRL,8.4018146e-05
GALNS,8.401161e-05
MMADHC,8.400233e-05
MS4A4A,8.399927e-05
AK5,8.395698e-05
AP3M2,8.39041e-05
PAQR5,8.385732e-05
PHIP,8.382267e-05
ACTN3,8.3807696e-05
ZNF721,8.372515e-05
PMEPA1,8.372481e-05
ENPP1,8.371642e-05
WDR25,8.366908e-05
DYNC1H1,8.366791e-05
DYNLT3,8.365286e-05
TMOD3,8.364959e-05
TNFSF18,8.36373e-05
CFLAR,8.3457046e-05
PDE4D,8.342414e-05
CCL17,8.341296e-05
FAM13A,8.341169e-05
CAMKK2,8.338707e-05
ZNF430,8.338558e-05
KAT7,8.337328e-05
PLK1,8.3329585e-05
GCLC,8.329696e-05
FAT2,8.329621e-05
RECK,8.3290244e-05
CRMP1,8.328347e-05
ABHD5,8.318506e-05
PLEKHA8,8.3162675e-05
PCDHA12,8.3155086e-05
ENTPD3,8.3146435e-05
ACO2,8.313474e-05
LMCD1,8.312127e-05
ZNF821,8.309278e-05
ISOC1,8.308819e-05
HTR2B,8.307903e-05
ZNF426,8.307381e-05
PLA2G6,8.306816e-05
SLITRK2,8.305925e-05
MTARC2,8.3040824e-05
TTPAL,8.304023e-05
TMEM177,8.301362e-05
ARL4D,8.299234e-05
GNS,8.298645e-05
ADAMTS20,8.294621e-05
ANKRD17,8.287182e-05
EFCC1,8.279118e-05
ZNF536,8.278722e-05
GRSF1,8.277705e-05
BACH1,8.277034e-05
P3H4,8.27659e-05
ADRA2A,8.27345e-05
CDCA4,8.272835e-05
GATM,8.269964e-05
SPRY4,8.2674e-05
SUPT20H,8.262259e-05
AQR,8.2611456e-05
SUV39H1,8.2602404e-05
ZXDA,8.25928e-05
PRDM4,8.254225e-05
ABCG4,8.2521445e-05
NCBP1,8.248046e-05
PLEKHF1,8.235524e-05
TLR6,8.232456e-05
CSF2RB,8.230755e-05
H2AC4,8.22329e-05
STK26,8.222591e-05
C4BPA,8.219391e-05
IL12A,8.217984e-05
MAP3K14,8.2080456e-05
RHAG,8.203263e-05
TCN2,8.2027764e-05
PLIN1,8.20271e-05
MOB3B,8.201433e-05
PDZD2,8.19891e-05
GPI,8.198466e-05
DENND5B,8.193367e-05
GRAMD2B,8.1899336e-05
CYB561,8.18203e-05
C11orf80,8.181302e-05
CCNK,8.180887e-05
NUP98,8.1774815e-05
SLC1A3,8.1766244e-05
CHD7,8.1728445e-05
GRM6,8.172484e-05
PMS2,8.171456e-05
TNF,8.1714556e-05
SLC38A7,8.171177e-05
PECR,8.168824e-05
MGA,8.1672646e-05
SLC34A2,8.165198e-05
SYS1-DBNDD2,8.164975e-05
GATAD1,8.16315e-05
SLC5A3,8.162808e-05
TSPAN2,8.162449e-05
ALG11,8.160727e-05
TRAM2,8.158089e-05
ZNF257,8.156878e-05
GLTP,8.1560334e-05
TAOK2,8.154617e-05
NDST1,8.154412e-05
NIBAN1,8.146714e-05
BPHL,8.1453065e-05
ZC3H15,8.1412945e-05
PIM1,8.1401886e-05
AFF1,8.1397644e-05
OR2B6,8.1359176e-05
ADGRG1,8.1318016e-05
DNAJC15,8.131718e-05
BICD1,8.129611e-05
FKBPL,8.128965e-05
LRRC19,8.128777e-05
RAN,8.123074e-05
CDK6,8.1222446e-05
GPR39,8.121675e-05
COCH,8.117651e-05
CNTN5,8.116327e-05
SQLE,8.114698e-05
TNFRSF11B,8.112002e-05
HSPA14,8.1070175e-05
DESI2,8.1046855e-05
SLC26A3,8.104103e-05
VASH1,8.1031976e-05
ZNF362,8.0994556e-05
LY86,8.0928454e-05
RGS17,8.0899656e-05
TRANK1,8.0859754e-05
SLURP1,8.0797756e-05
CDH18,8.077329e-05
USP4,8.076147e-05
RASGRP3,8.075975e-05
COMMD1,8.072552e-05
HSF2,8.060607e-05
MXD3,8.0593956e-05
HEMK1,8.058962e-05
IMPA1,8.056355e-05
GSE1,8.040589e-05
NPIPA9,8.036017e-05
ZNF80,8.0343234e-05
ADAMTS7,8.033758e-05
DDX46,8.0332466e-05
INO80B-WBP1,8.0318336e-05
OSMR,8.0318016e-05
FCN1,8.028102e-05
RETREG1,8.0264595e-05
BARD1,8.02546e-05
ARPC1A,8.024787e-05
ILRUN,8.024601e-05
AKR1B10,8.024373e-05
MAPK6,8.0211226e-05
C16orf72,8.019151e-05
TMEM176B,8.015218e-05
AGTPBP1,8.014494e-05
TM4SF4,8.013155e-05
NRG1,8.0102385e-05
MTUS2,8.00628e-05
YTHDC2,8.005545e-05
GBE1,8.004984e-05
DUSP8,8.0016136e-05
NPTX2,8.0012775e-05
C10orf88,8.0009675e-05
NUS1,8.000431e-05
CAMTA1,7.999479e-05
ZDHHC17,7.9954014e-05
ELF4,7.995056e-05
PTBP2,7.9947466e-05
CD46,7.991682e-05
ADRA1D,7.991517e-05
ZNF592,7.990384e-05
FAM174C,7.99007e-05
CPA2,7.989309e-05
COPS4,7.9892045e-05
AP3S1,7.983596e-05
FGF20,7.9824604e-05
PTPRT,7.981838e-05
AMIGO2,7.9818325e-05
ABCA12,7.981824e-05
BCAS1,7.9761645e-05
JADE1,7.973549e-05
ZNF557,7.973165e-05
GRIK5,7.971913e-05
ANAPC13,7.971481e-05
MARCHF6,7.965655e-05
RFX4,7.960586e-05
PNPLA2,7.957365e-05
DDX1,7.952549e-05
HTR4,7.94278e-05
RELA,7.94216e-05
ITSN2,7.941609e-05
VILL,7.9396756e-05
GRAMD4,7.9390484e-05
ECI2,7.936965e-05
CLIC1,7.935846e-05
PADI3,7.9336976e-05
DAAM2,7.933298e-05
PTH2R,7.931215e-05
KLHL41,7.9295365e-05
AASDHPPT,7.9287915e-05
PDK4,7.9203804e-05
PHC3,7.912787e-05
SS18L2,7.912351e-05
PTPRK,7.911035e-05
STS,7.909967e-05
ATP8B4,7.9095145e-05
PPIC,7.90849e-05
PUM3,7.908052e-05
CD81,7.9058635e-05
RCBTB1,7.902745e-05
SERHL2,7.900968e-05
SOSTDC1,7.899334e-05
GJA1,7.898538e-05
HS2ST1,7.895215e-05
PTGS2,7.8919795e-05
DEAF1,7.891658e-05
EBAG9,7.89085e-05
RITA1,7.8883015e-05
CARMIL1,7.8839934e-05
PPIL2,7.883329e-05
CCNE1,7.883239e-05
KCTD9,7.877948e-05
TMEM53,7.875028e-05
TMEM35B,7.874581e-05
ADAM17,7.87381e-05
DLX5,7.8721634e-05
KNOP1,7.870859e-05
SNX1,7.869676e-05
WIPI2,7.86918e-05
PEX5L,7.867423e-05
SMARCD3,7.8633864e-05
KCNC1,7.860757e-05
MT1F,7.8572724e-05
CUTC,7.851375e-05
HLA-DRB5,7.8492434e-05
ALDH7A1,7.8476405e-05
RMDN3,7.8446305e-05
TRIM28,7.840491e-05
NBPF20,7.8402656e-05
FXYD1,7.838081e-05
BANK1,7.833055e-05
IFIT1,7.8290235e-05
FLVCR2,7.828441e-05
LRPPRC,7.828175e-05
MYL5,7.826771e-05
UXT,7.8247125e-05
MGST2,7.818107e-05
PCDHGA9,7.812211e-05
NCOA4,7.8118625e-05
STIM1,7.8113546e-05
FPR3,7.796421e-05
TIMM50,7.79565e-05
GPM6B,7.790141e-05
STAM,7.7896424e-05
PIK3C2A,7.788545e-05
TRAPPC8,7.788045e-05
SLC35C1,7.786964e-05
PREP,7.7851524e-05
ATP8B2,7.781909e-05
APOBEC3F,7.777624e-05
PPP3R1,7.7764926e-05
NRXN1,7.7746474e-05
PCDHA5,7.771562e-05
CACNB4,7.769538e-05
TEAD1,7.7672245e-05
TRPM8,7.76599e-05
IL4R,7.765581e-05
LRIG1,7.764621e-05
ACLY,7.761383e-05
IMPDH2,7.758758e-05
DKK1,7.7562334e-05
NFATC4,7.755695e-05
FURIN,7.753526e-05
RBBP5,7.7496734e-05
MMP14,7.745226e-05
PCDHB16,7.743705e-05
ZNF473,7.739046e-05
P2RX3,7.7370714e-05
PIGA,7.736749e-05
EMC10,7.735276e-05
MAP7D1,7.7351135e-05
CFI,7.733234e-05
SLC35A2,7.73248e-05
TSSC4,7.730612e-05
GAPDHS,7.7278615e-05
DISC1,7.7269324e-05
AHI1,7.723931e-05
DKK4,7.722941e-05
NR6A1,7.722032e-05
EHBP1,7.7077195e-05
MED23,7.706819e-05
ZNF85,7.705738e-05
DZIP3,7.704403e-05
RALGDS,7.702602e-05
HRH4,7.701509e-05
INPP4A,7.699814e-05
UFL1,7.699764e-05
TYW1B,7.6976685e-05
ITM2B,7.695597e-05
PATJ,7.6938035e-05
ARID4A,7.690537e-05
PRDM5,7.6900265e-05
CLEC1A,7.689956e-05
NXT2,7.6879485e-05
PDC,7.6863085e-05
EDEM3,7.682836e-05
CYP4A22,7.681352e-05
PTP4A3,7.6721175e-05
SNAI2,7.671045e-05
F2RL1,7.668213e-05
ANXA6,7.6593176e-05
HAUS5,7.653594e-05
DIMT1,7.649309e-05
USP20,7.648435e-05
ARC,7.647504e-05
MROH9,7.646362e-05
PEX5,7.6450786e-05
REEP5,7.6380755e-05
DNASE1,7.63484e-05
ITGA9,7.629405e-05
CSPP1,7.628957e-05
PCCB,7.625552e-05
PXDC1,7.623838e-05
ZFP36L1,7.622149e-05
ATP13A3,7.6181765e-05
MEF2C,7.6106895e-05
TAF1B,7.610104e-05
MED31,7.6034106e-05
PTH1R,7.597913e-05
ANKRD11,7.595915e-05
CRYBG3,7.590918e-05
ANXA5,7.5889504e-05
TMOD2,7.588612e-05
SLC12A4,7.586979e-05
NEBL,7.58642e-05
PSPH,7.5855714e-05
SLC25A37,7.579674e-05
VAMP2,7.579627e-05
ST3GAL6,7.577522e-05
PLEKHB1,7.576743e-05
MAP3K6,7.573033e-05
SGCG,7.570364e-05
MUC5AC,7.569244e-05
KRT2,7.566487e-05
P2RY4,7.566289e-05
ZSCAN12,7.56405e-05
FZD7,7.5639204e-05
RAB30,7.5631106e-05
NES,7.562897e-05
NPDC1,7.562783e-05
PLGLB1,7.562361e-05
WEE1,7.558591e-05
PLEKHA4,7.5562915e-05
TXK,7.5548654e-05
ARPIN,7.551316e-05
PALM2AKAP2,7.5497686e-05
MEX3C,7.548537e-05
PCDHAC1,7.546848e-05
NCOR2,7.5441145e-05
MAP3K10,7.54007e-05
STX17,7.5346295e-05
COG7,7.532114e-05
SLC27A3,7.529178e-05
FBL,7.523669e-05
RPL30,7.519874e-05
SLC1A5,7.517116e-05
FRAS1,7.51568e-05
MAP2K2,7.515435e-05
GPX2,7.506127e-05
SLC25A38,7.505472e-05
P2RY14,7.504514e-05
EIF2S1,7.501677e-05
PTGIR,7.501318e-05
GHRH,7.4923235e-05
SAMD14,7.490703e-05
TNS4,7.4895244e-05
SELE,7.4853655e-05
MAPK13,7.484911e-05
HCRTR1,7.484049e-05
LOXL1,7.4788324e-05
TRAF3IP2,7.477687e-05
TCF12,7.4762174e-05
CLCN2,7.473767e-05
CALCRL,7.466269e-05
SLC16A7,7.466162e-05
RPP30,7.4636795e-05
ZNF37A,7.463496e-05
ZFR,7.463421e-05
IL20RB,7.461848e-05
PTGDR2,7.459197e-05
TUBGCP4,7.458408e-05
ASCC3,7.45433e-05
RCL1,7.451624e-05
KIAA1614,7.450214e-05
P3H2,7.449562e-05
MANSC1,7.449276e-05
ATP6AP1,7.4386e-05
DENND2A,7.4323754e-05
EFHC1,7.430432e-05
HIPK1,7.42837e-05
PAK1IP1,7.425939e-05
SFTPA2,7.4245625e-05
CBS,7.420307e-05
EXTL2,7.4127194e-05
EDN2,7.4102485e-05
ZNF710,7.407185e-05
GFAP,7.405755e-05
RNF139,7.4052856e-05
UAP1,7.404791e-05
ZCCHC10,7.4021926e-05
GFM1,7.398569e-05
GTF2I,7.3983734e-05
GABRE,7.398174e-05
PAM16,7.392869e-05
KDM6B,7.392184e-05
CEPT1,7.389889e-05
NOCT,7.38505e-05
ADH1B,7.380616e-05
WNT10B,7.377075e-05
DDX25,7.375953e-05
LANCL1,7.370864e-05
DHRS7B,7.368943e-05
DOT1L,7.3687814e-05
CNPY4,7.36631e-05
POLL,7.365403e-05
HSD11B2,7.360648e-05
THRA,7.360049e-05
DPM1,7.3565876e-05
GPR45,7.3564996e-05
NAV3,7.353277e-05
WDR13,7.352643e-05
POGLUT2,7.3525036e-05
OCA2,7.352418e-05
LIFR,7.3509684e-05
EPS8L1,7.3507435e-05
AGO1,7.341224e-05
CD101,7.3405274e-05
GBX2,7.340283e-05
BNC1,7.336622e-05
ADO,7.33542e-05
NLE1,7.332495e-05
RAB6A,7.3319396e-05
CACNA2D3,7.330425e-05
ATP1B1,7.322538e-05
DGKI,7.32229e-05
WRN,7.319959e-05
TEKT2,7.3149e-05
CIC,7.312321e-05
GET1,7.31046e-05
PKP2,7.3083276e-05
RPRD1A,7.3058436e-05
NCAPG,7.302439e-05
PLEKHM2,7.300649e-05
SEPTIN4,7.295513e-05
SAMD4A,7.29545e-05
NIPA2,7.283303e-05
FMOD,7.277113e-05
CBWD3,7.27484e-05
RP2,7.270514e-05
COX6A2,7.269714e-05
ATXN7L1,7.26825e-05
MYNN,7.2655115e-05
HSF4,7.261848e-05
TESK1,7.254835e-05
LDLRAD4,7.249641e-05
TBRG4,7.246989e-05
UBL5,7.2429895e-05
EIF4EBP1,7.2406176e-05
MNT,7.238121e-05
